country,points,rating,price,province,variety,type
Argentina,91,outstanding,27,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,91,outstanding,27,Mendoza Province,Malbec,red
Argentina,91,outstanding,27,Mendoza Province,Malbec,red
Argentina,91,outstanding,28,Mendoza Province,Malbec,red
Argentina,91,outstanding,28,Mendoza Province,Red Blend,red
Argentina,91,outstanding,28,Mendoza Province,Red Blend,red
Argentina,91,outstanding,29,Other,Malbec,red
Argentina,91,outstanding,29,Other,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Bonarda,red
Argentina,91,outstanding,30,Mendoza Province,Bonarda,red
Argentina,91,outstanding,30,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,91,outstanding,30,Mendoza Province,Cabernet Franc,red
Argentina,91,outstanding,30,Mendoza Province,Cabernet Franc,red
Argentina,91,outstanding,30,Mendoza Province,Cabernet Franc,red
Argentina,91,outstanding,30,Mendoza Province,Cabernet Sauvignon,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec,red
Argentina,91,outstanding,30,Mendoza Province,Malbec-Petit Verdot,red
Argentina,91,outstanding,30,Mendoza Province,Malbec-Petit Verdot,red
Argentina,91,outstanding,30,Mendoza Province,Red Blend,red
Argentina,91,outstanding,30,Mendoza Province,Red Blend,red
Argentina,91,outstanding,30,Other,Malbec,red
Argentina,91,outstanding,30,Other,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,10,Mendoza Province,Bonarda,red
Argentina,90,outstanding,11,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,11,Mendoza Province,Malbec,red
Argentina,90,outstanding,12,Mendoza Province,Malbec,red
Argentina,90,outstanding,13,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,13,Mendoza Province,Malbec,red
Argentina,90,outstanding,14,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Bonarda,red
Argentina,90,outstanding,15,Mendoza Province,Bonarda,red
Argentina,90,outstanding,15,Mendoza Province,Bonarda,red
Argentina,90,outstanding,15,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,15,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec,red
Argentina,90,outstanding,15,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,15,Mendoza Province,Red Blend,red
Argentina,90,outstanding,15,Other,Cabernet Sauvignon,red
Argentina,90,outstanding,16,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,90,outstanding,16,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,16,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,16,Mendoza Province,Malbec,red
Argentina,90,outstanding,16,Mendoza Province,Malbec,red
Argentina,90,outstanding,16,Mendoza Province,Malbec,red
Argentina,90,outstanding,16,Mendoza Province,Shiraz-Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Bonarda,red
Argentina,90,outstanding,17,Mendoza Province,Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Malbec,red
Argentina,90,outstanding,17,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,18,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,18,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,18,Mendoza Province,Malbec,red
Argentina,90,outstanding,18,Mendoza Province,Malbec,red
Argentina,90,outstanding,18,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,18,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,19,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,19,Mendoza Province,Malbec,red
Argentina,90,outstanding,19,Mendoza Province,Malbec,red
Argentina,90,outstanding,19,Mendoza Province,Malbec,red
Argentina,90,outstanding,19,Mendoza Province,Malbec,red
Argentina,90,outstanding,19,Mendoza Province,Malbec,red
Argentina,90,outstanding,19,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,19,Mendoza Province,Red Blend,red
Argentina,90,outstanding,19,Mendoza Province,Red Blend,red
Argentina,90,outstanding,19,Other,Cabernet Franc,red
Argentina,90,outstanding,19,Other,Cabernet Franc,red
Argentina,90,outstanding,20,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,90,outstanding,20,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Malbec,red
Argentina,90,outstanding,20,Mendoza Province,Petit Verdot,white
Argentina,90,outstanding,20,Mendoza Province,Petit Verdot,white
Argentina,90,outstanding,20,Mendoza Province,Red Blend,red
Argentina,90,outstanding,20,Mendoza Province,Red Blend,red
Argentina,90,outstanding,20,Other,Malbec,red
Argentina,90,outstanding,21,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,90,outstanding,21,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,21,Mendoza Province,Chardonnay,white
Argentina,90,outstanding,21,Mendoza Province,Chardonnay,white
Argentina,90,outstanding,21,Mendoza Province,Malbec,red
Argentina,90,outstanding,21,Mendoza Province,Malbec,red
Argentina,90,outstanding,21,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Mendoza Province,Malbec,red
Argentina,90,outstanding,22,Other,Malbec,red
Argentina,90,outstanding,23,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,23,Mendoza Province,Malbec,red
Argentina,90,outstanding,23,Mendoza Province,Malbec,red
Argentina,90,outstanding,23,Mendoza Province,Malbec-Bonarda,red
Argentina,90,outstanding,23,Other,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Mendoza Province,Malbec,red
Argentina,90,outstanding,24,Other,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,24,Other,Pinot Noir,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec,red
Argentina,90,outstanding,25,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,90,outstanding,25,Mendoza Province,Merlot,red
Argentina,90,outstanding,25,Mendoza Province,Syrah,red
Argentina,90,outstanding,25,Other,Red Blend,red
Argentina,90,outstanding,26,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,90,outstanding,26,Mendoza Province,Malbec,red
Argentina,90,outstanding,27,Mendoza Province,Malbec,red
Argentina,90,outstanding,27,Mendoza Province,Malbec,red
Argentina,90,outstanding,27,Mendoza Province,Pinot Noir,red
Argentina,90,outstanding,27,Mendoza Province,Pinot Noir,red
Argentina,90,outstanding,28,Mendoza Province,Cabernet Franc,red
Argentina,90,outstanding,28,Mendoza Province,Malbec,red
Argentina,90,outstanding,28,Mendoza Province,Red Blend,red
Argentina,90,outstanding,28,Mendoza Province,Red Blend,red
Argentina,90,outstanding,28,Mendoza Province,Red Blend,red
Argentina,90,outstanding,28,Mendoza Province,Red Blend,red
Argentina,90,outstanding,29,Mendoza Province,Malbec,red
Argentina,90,outstanding,29,Mendoza Province,Malbec,red
Argentina,90,outstanding,29,Mendoza Province,Malbec,red
Argentina,90,outstanding,29,Mendoza Province,Red Blend,red
Argentina,90,outstanding,29,Mendoza Province,Red Blend,red
Argentina,90,outstanding,30,Mendoza Province,Cabernet Blend,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Malbec,red
Argentina,90,outstanding,30,Mendoza Province,Red Blend,red
Argentina,90,outstanding,30,Other,Pinot Noir,red
Argentina,89,very good,10,Mendoza Province,Bonarda,red
Argentina,89,very good,10,Mendoza Province,Bonarda,red
Argentina,89,very good,10,Mendoza Province,Cabernet Sauvignon-Merlot,red
Argentina,89,very good,11,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,11,Mendoza Province,Malbec,red
Argentina,89,very good,12,Mendoza Province,Malbec,red
Argentina,89,very good,12,Mendoza Province,Malbec,red
Argentina,89,very good,12,Mendoza Province,Malbec,red
Argentina,89,very good,12,Mendoza Province,Rosado,rose
Argentina,89,very good,12,Mendoza Province,Syrah,red
Argentina,89,very good,13,Mendoza Province,Malbec,red
Argentina,89,very good,13,Mendoza Province,Malbec,red
Argentina,89,very good,13,Mendoza Province,Malbec,red
Argentina,89,very good,13,Mendoza Province,Malbec,red
Argentina,89,very good,13,Mendoza Province,Malbec,red
Argentina,89,very good,14,Mendoza Province,Malbec,red
Argentina,89,very good,14,Mendoza Province,Malbec,red
Argentina,89,very good,14,Mendoza Province,Red Blend,red
Argentina,89,very good,14,Mendoza Province,Syrah-Malbec,red
Argentina,89,very good,14,Other,Red Blend,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Bonarda,red
Argentina,89,very good,15,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,15,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,15,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Malbec,red
Argentina,89,very good,15,Mendoza Province,Red Blend,red
Argentina,89,very good,15,Mendoza Province,Red Blend,red
Argentina,89,very good,15,Mendoza Province,Red Blend,red
Argentina,89,very good,16,Mendoza Province,Bonarda,red
Argentina,89,very good,16,Mendoza Province,Bordeaux-style Red Blend,red
Argentina,89,very good,16,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,16,Mendoza Province,Malbec,red
Argentina,89,very good,16,Mendoza Province,Malbec,red
Argentina,89,very good,16,Mendoza Province,Malbec,red
Argentina,89,very good,16,Other,Malbec,red
Argentina,89,very good,17,Mendoza Province,Bonarda,red
Argentina,89,very good,17,Mendoza Province,Bonarda,red
Argentina,89,very good,17,Mendoza Province,Malbec,red
Argentina,89,very good,17,Mendoza Province,Malbec,red
Argentina,89,very good,17,Mendoza Province,Malbec,red
Argentina,89,very good,17,Mendoza Province,Red Blend,red
Argentina,89,very good,17,Other,Malbec,red
Argentina,89,very good,17,Other,Malbec,red
Argentina,89,very good,17,Other,Malbec,red
Argentina,89,very good,18,Mendoza Province,Cabernet Blend,red
Argentina,89,very good,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,18,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,18,Mendoza Province,Chardonnay,white
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Mendoza Province,Malbec,red
Argentina,89,very good,18,Other,Malbec,red
Argentina,89,very good,18,Other,Malbec,red
Argentina,89,very good,19,Mendoza Province,Bonarda,red
Argentina,89,very good,19,Mendoza Province,Bonarda,red
Argentina,89,very good,19,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,19,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Malbec,red
Argentina,89,very good,19,Mendoza Province,Red Blend,red
Argentina,89,very good,20,Mendoza Province,Bonarda,red
Argentina,89,very good,20,Mendoza Province,Bonarda,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Chardonnay,white
Argentina,89,very good,20,Mendoza Province,Chardonnay,white
Argentina,89,very good,20,Mendoza Province,Chardonnay,white
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec,red
Argentina,89,very good,20,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,89,very good,20,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,89,very good,20,Other,Malbec,red
Argentina,89,very good,20,Other,Pinot Noir,red
Argentina,89,very good,20,Other,Pinot Noir,red
Argentina,89,very good,20,Other,Red Blend,red
Argentina,89,very good,21,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,21,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,21,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,21,Mendoza Province,Malbec,red
Argentina,89,very good,21,Mendoza Province,Malbec,red
Argentina,89,very good,21,Mendoza Province,Malbec,red
Argentina,89,very good,21,Mendoza Province,Malbec-Cabernet Sauvignon,red
Argentina,89,very good,22,Mendoza Province,Bonarda,red
Argentina,89,very good,22,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,22,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Mendoza Province,Malbec,red
Argentina,89,very good,22,Other,Malbec,red
Argentina,89,very good,22,Other,Malbec,red
Argentina,89,very good,23,Mendoza Province,Bonarda,red
Argentina,89,very good,23,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,23,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,23,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,23,Mendoza Province,Malbec,red
Argentina,89,very good,23,Mendoza Province,Malbec,red
Argentina,89,very good,23,Mendoza Province,Malbec,red
Argentina,89,very good,23,Mendoza Province,Malbec,red
Argentina,89,very good,23,Mendoza Province,Malbec,red
Argentina,89,very good,24,Mendoza Province,Malbec,red
Argentina,89,very good,24,Mendoza Province,Malbec,red
Argentina,89,very good,24,Mendoza Province,Malbec,red
Argentina,89,very good,24,Mendoza Province,Malbec,red
Argentina,89,very good,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,25,Mendoza Province,Cabernet Sauvignon,red
Argentina,89,very good,25,Mendoza Province,Malbec,red
Argentina,89,very good,25,Mendoza Province,Malbec,red
Argentina,89,very good,25,Mendoza Province,Malbec,red
Argentina,89,very good,25,Mendoza Province,Malbec,red
Argentina,89,very good,25,Mendoza Province,Malbec,red
